title,platform,developer,genre,rating,release_date,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg,n_user_score
The Town of Light,PlayStation 4,"LKA Interactive, LKA","['Adventure', '3D', 'First-Person']",M,2017-06-06,"Journey through the eyes of Renée, a 16-year-old girl who suffers from the symptoms of mental illness. She is searching for answers to the many questions from her past, while exploring the place where she spent most of her youth. Guide Renée through a dark and emotional journey where the lines between entertainment, storytelling, and reality blur.",67,Mixed or average reviews,11.0,9.0,3.0,6.3,Mixed or average reviews,9.0,1.0,5.0,63.0
The Treasures of Montezuma 4,PlayStation 4,"Alawar Entertainment, Inc, Alawar Entertainment","['Puzzle', 'Matching']",T,2015-12-22,"The epic match-three adventure continues in The Treasures of Montezuma 4! Follow Anna, a young archeologist, into a dense jungle, where she'll discover not only a lost city but also her extraordinary destiny. As you play, you'll enjoy three content-rich modes, each packed with electrifying gameplay: Match tokens to release special powers and collect gems in Story Mode; search for a lost artifact in Quest Mode; and complete challenging goals in Puzzle Mode, which features ten ALL-NEW styles of gameplay ranging from Catch the Frog to Big Bang and beyond! As you unlock achievements and build a monument to the gods, you'll enjoy enhanced visuals, butter-smooth controls, and use of all of the classic bonuses. Play The Treasures of Montezuma 4 today to enjoy more intense action, more addictive game modes, more mind-bending puzzles, more explosive visuals, and more of the over-the-top fun that has been a hallmark of this groundbreaking series of casual games!",0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,0.0,1.0,0.0
The Turing Test,PlayStation 4,Bulkhead Interactive,"['Action', 'Shooter', 'First-Person', 'Arcade']",T,2017-01-24,"The Turing Test is a first person puzzler from the developers of ‘Pneuma: Breath of Life’ that explores the phenomena of consciousness and challenges the meaning of human intuition. Take control of Ava Turing, an engineer for the International Space Agency (ISA), and progress through a narrated story of introspection and morality whilst uncovering the hidden mysteries of Europa. Delve into The Turing Test’s human interaction puzzles and arm yourself with logical and methodical thinking. Take on tests designed in such a way that only a human could solve them. In an evolving story based on mankind’s inherent need to explore, protect and survive; players search deeper into Europa’s ice crusted core and transcend the line between man and machine. Investigate the truth behind the ISA research base on Jupiter’s moon Europa. Solve puzzles using your Energy Manipulation Tool (EMT) to transfer power out from one object and into another. Power up and take control of artificially intelligent machines, manipulate giant structures and solve complex tasks; all woven into a multi-layered story based on the human struggle for control. The Turing Test can only be experienced through the interactive medium of video games. The Turing Test sparks your synapses into action in this electrifying new first person puzzler, as players learn the true cost of retaining human morality.",74,Mixed or average reviews,2.0,3.0,0.0,6.4,Mixed or average reviews,3.0,1.0,1.0,64.0
The Unfinished Swan,PlayStation 4,Armature Studio,"['Action', 'Adventure', 'General', '3D', 'First-Person']",E10+,2014-10-28,"Enter the surreal world of The Unfinished Swan and explore a mysterious, hidden kingdom. Your journey will be led by a runaway swan who guides you through strange levels filled with bizarre creatures. Discover the land through innovative new game mechanics such as splatting paint on a white surface to uncover your surroundings. Each level will bring new twists, challenges, and puzzles until you eventually come face-to-face with the eccentric King that built this realm.",83,Generally favorable reviews,6.0,0.0,0.0,7.4,Mixed or average reviews,86.0,48.0,14.0,74.0
The Vanishing of Ethan Carter,PlayStation 4,The Astronauts,"['Miscellaneous', 'General', 'Adventure', '3D', 'First-Person']",M,2015-07-14,This is a first person mystery game with light puzzles and rich and atmospheric setting with engaging story. You play as a supernatural detective - Paul Prospero - who is in search of a little boy named Ethan.The graphics are phenomenal and the music is very pleasent.PS4 version has better save system than the PC one. It takes ~ 5h - just perfect little interactive story.,81,Generally favorable reviews,28.0,4.0,1.0,7.7,Generally favorable reviews,95.0,26.0,17.0,77.0
The Voice,PlayStation 4,Voxler,"['Action', 'Rhythm', 'Music']",,2016-11-25,"The most popular music show in the world is coming to your living room. Sing and sway to the official music videos of your favourite artists, including Justin Bieber, Olly Murs, Mark Ronson feat. Bruno Mars, Queen and many more.",0,No score yet,0.0,0.0,1.0,0.0,No user score yet,0.0,0.0,1.0,0.0
The Walking Dead: A Telltale Games Series - The Complete First Season,PlayStation 4,Telltale Games,"['Miscellaneous', 'Adventure', 'Compilation', 'Point-and-Click']",M,2014-10-14,"A five-part game series set in the same universe as Robert Kirkmans award-winning series. Play as Lee Everett, a convicted criminal, who has been given a second chance at life in a world devastated by the undead. Experience events, meet people and visit locations that foreshadow the story of Deputy Sheriff Rick Grimes. A tailored game experience  actions, choices and decisions affect how your story plays out across the entire series. The downloadable version of this game supports English, French, Italian, German, Spanish",0,No score yet,2.0,0.0,0.0,8.2,Generally favorable reviews,136.0,10.0,17.0,82.0
The Walking Dead: Michonne - A Telltale Miniseries,PlayStation 4,Skybound LLC,"['Adventure', '3D', 'Third-Person']",M,2016-04-26,"he Walking Dead: Michonne - A Telltale Miniseries stars the iconic, blade-wielding character from Robert Kirkman's best-selling comic books, portrayed in-game by award-winning actress Samira Wiley. Haunted by her past, and coping with unimaginable loss and regret, the story explores Michonne's absence between issues #126 and #139 of the comic book. Over the three episodes of the miniseries, players will discover what took Michonne away from Rick, Ezekiel, and the rest of her trusted group... and what brought her back.",64,Mixed or average reviews,2.0,3.0,0.0,6.7,Mixed or average reviews,7.0,22.0,1.0,67.0
The Walking Dead: Michonne - Episode 1: In Too Deep,PlayStation 4,Skybound LLC,"['Adventure', '3D', 'Third-Person']",M,2016-02-23,"In this premiere episode, 'In Too Deep,' Michonne joins Pete and his crew on the sailing ship The Companion as they cruise the coast for survivors and supplies. When a desperate signal for help draws them to a scene of horrific massacre, Michonne and the crew are lead further to the floating survivors' colony of Monroe, which may just be harboring the person responsible for the carnage. [TellTale Games]",70,Mixed or average reviews,4.0,6.0,0.0,7.1,Mixed or average reviews,27.0,9.0,11.0,71.0
The Walking Dead: Michonne - Episode 2: Give No Shelter,PlayStation 4,Telltale Games,"['Adventure', '3D', 'Third-Person']",M,2016-03-29,"Dark choices and brutality await players in this second episode. There's certainly a lot happening. However the need to cram so much into the short running time, not just for this episode, but for the miniseries as whole leads to some shortcomings. Thankfully these shortcomings don't diminish my enthusiasm for this episode or the following one. The decision making is really a big hook for this episode. Usually in games like these I might struggle for a bit in making a decision, but I always find that I picked the one that felt right to me. The one that worked out in my favor and whatnot. I can't really say that here. Two big choices in this episode left me wondering if I picked the best option and had me more curious than ever to figure out what I missed. To make things better I really won't get see any of the effects from these decisions until the next episode. That's a really impressive move in my opinion. Not only does that give the decisions more weight, but it makes the wait for the next episode almost unbearable. I'm already wanting to reply the episode just to see those different choices. The short runtime makes it easy to do so. As for the story itself, it doesn't make much forward progress. The mystery surrounding Michonne's children deepens and the intensity continues to grow in the face of impending danger, but outside of two powerful choices there isn't really much going on. It's impossible to care for the new characters as there isn't enough time from them to do anything, much less have us learn anything about them that would cause us to form attachments. As far as the gameplay goes, we get a bunch of fun quick-time events. These moments are action packed and satisfyingly gory. It's a violent episode to say the least and it's a lot of fun to take part in all of this action. I have to admit I am a little worried about the future of this miniseries. There's only one episode left and Telltale has a lot of work to do in order for it to be a satisfying conclusion. A big part of the next episode is going to center around keeping the new characters alive. If past Telltale games are any indication, we aren't going to be able to save everyone. The problem is considering that there isn't any time to care about these characters the question remains; how are we supposed to care about their deaths? Also, how is taking down Norma going to be satisfying given that we've barely seen her do anything that makes here a legit villain? Everything so far just makes all of this seem like a case of a conflict arising because two groups ran into each other at the wrong time. Maybe that's the point, but one can't help but wonder whether or not that will be the miniseries downfall in the end. Even though it brings the miniseries' future into question, I have to say this is still a very entertaining episode. It might not do a great job of moving things forward, but some incredible choices and the overall dark and brutal nature of the episode kept me entertained. There's no guarantee that this is all going to go out on a high-note, but I'm still very satisfied with the is penultimate episode. Worts and all.",82,Generally favorable reviews,5.0,0.0,0.0,7.0,Mixed or average reviews,16.0,6.0,6.0,70.0
The Walking Dead: Michonne - Episode 3: What We Deserve,PlayStation 4,Telltale Games,"['Adventure', '3D', 'Third-Person']",M,2016-04-26,This episode was great. Sound and graphics really was better. The game was still high speeds. And I totally agree with this kind of storytelling. This type of storytelling makes the game more exciting. I very much agree with the previous section.I hope Telltale Games with Batman and Walking Dead 3 to return to its peak,76,Generally favorable reviews,4.0,4.0,0.0,7.8,Generally favorable reviews,11.0,7.0,1.0,78.0
The Walking Dead: Season Two - A Telltale Games Series,PlayStation 4,Telltale Games,"['Action', 'Adventure', 'General', 'Point-and-Click']",M,2014-10-21,"The sequel to 2012's Game of the Year continues the story of Clementine, a young girl orphaned by the undead apocalypse. Left to fend for herself, she has been forced to learn how to survive in an unforgiving world. Experience what its like to play as Clementine, meet new survivors, explore new locations and make gruesome decisions in this five-part game series of choice and consequence. The downloadable version of this game supports English, French, Portuguese, German, Spanish.",81,Generally favorable reviews,4.0,1.0,0.0,8.0,Generally favorable reviews,183.0,42.0,21.0,80.0
The Walking Dead: The Telltale Series - A New Frontier,PlayStation 4,Telltale Games,"['Action', 'Adventure', 'General', 'Point-and-Click']",M,2017-02-28,"Telltale's award-winning and chart-dominating The Walking Dead series returns with its third season  ""A New Frontier"". Continuing the emotionally powerful story-telling seen in Seasons One and Two, we return to one of gaming's most favoured characters - Clementine - a young girl who has grown up amid the horrors of the zombie apocalypse. We see her story through the eyes of Javier, a young man determined to find the family taken from him, and via playable flashbacks from Clem's past telling the story of how she came to be on a quest for vengeance. In A New Frontier, players will discover what the world is like when civilisation begins to rebuild, and what sacrifices it will take to make society work again.",73,Mixed or average reviews,3.0,3.0,0.0,6.8,Mixed or average reviews,27.0,18.0,11.0,68.0
The Walking Dead: The Telltale Series - A New Frontier Episode 1: Ties That Bind Part One,PlayStation 4,Telltale Games,"['Action', 'General', 'Adventure', 'Point-and-Click']",M,2016-12-20,"When family is all you have left…how far will you go to protect it? After society was ripped apart by undead hands, pockets of civilization emerge from the chaos. But at what cost? Can the living be trusted on this new frontier? As Javier, a young man determined to find the family taken from him, you meet a young girl who has experienced her own unimaginable loss. Her name is Clementine, and your fates are bound together in a story where every choice you make could be your last.",80,Generally favorable reviews,8.0,2.0,0.0,7.0,Mixed or average reviews,28.0,10.0,9.0,70.0
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two,PlayStation 4,Telltale Games,"['Action', 'Adventure', 'General', 'Point-and-Click']",M,2016-12-20,"When family is all you have left…how far will you go to protect it? After society was ripped apart by undead hands, pockets of civilization emerge from the chaos. But at what cost? Can the living be trusted on this new frontier? As Javier, a young man determined to find the family taken from him, you meet a young girl who has experienced her own unimaginable loss. Her name is Clementine, and your fates are bound together in a story where every choice you make could be your last.",80,Generally favorable reviews,7.0,2.0,0.0,6.6,Mixed or average reviews,14.0,8.0,5.0,66.0
The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law,PlayStation 4,Telltale Games,"['Adventure', 'Point-and-Click']",M,2017-03-28,"So this is a game about a story that is impacted by your choices. Or at least it's supposed to be, right? You'd be wrong, and here's why: Throughout this episode, the game forces on you this made-up relationship between you and your sister-in-law, Kate, with everyone telling you or implying that they thought you were hooking up with her. And she herself comes on to you soooo strong. All of this even if you make every possible choice to deny having any relationship with her throughout the entire game thus far. It's maddening. Why give me these conversation choices just to completely render them irrelevant? If Telltale really wants that to be part of the story, then they shouldn't have even given us options to try and push for that to NOT be part of the story. I don't want anything to do with Kate. Period. The next issue I have has to do with the contrivances of the writing. In this episode, problems could be solved with another sentence or two being spoken. Instead, characters stay silent. Specifically I'm talking about Javier talking to the leaders in the church about the events leading up to this episode. You, once again, are denied choices. In this case, it's the choice to fully explain yourself and what occurred before-hand. The writing does this because, logically, if he explained himself, the leadership would understand and the game wouldn't progress. So the only ways to force progression are to make the leadership illogical in their actions OR, the choice they went with, force the player-character to keep silent on these issues, even though a few words spoken could save everyone in the game the entirety of the conflict. If this wasn't a game driven PURELY by it's story, it could get away with it, but this is a game that is based entirely around it's writing and characters to carry it. Lastly, the wait between episodes was far too long. I found myself having difficulty remembering all the events of the prior two episodes and, because of this, it becomes nigh impossible to care or become invested in the story and characters. The argument could be that I should have just waited for the game to come out in its entirety, but that defeats the entire purpose of episodic content. A good episodic game allows you to discuss the game with others, get invested in the characters, make predictions about what is going to come next, etc. ""Lost"" for example, was a TV show built on this concept with people constantly discussing the show and making predictions between episodes that kept it fun and exciting even outside of watching the show.  A good episodic game should build up between episodes , getting the player excited to see what's next with the next episode releasing at the peak of excitement. When the wait is too long, the hype builds up and then crumbles, leaving nothing but apathy in its wake. My emotions during this episode ranged from apathy at the events and characters to anger at the forced relationship with Kate that I made very clear through my choices I didn't want. I felt no excitement, no fear, no shock, nothing. The 3/10 I'm giving this game is generous considering its shortcomings.",69,Mixed or average reviews,2.0,6.0,0.0,4.5,Generally unfavorable reviews,7.0,6.0,12.0,45.0
The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water,PlayStation 4,Telltale Games,"['Adventure', 'Point-and-Click']",M,2017-04-25,"This episode is easily a 10/10 thanks to all the scenes that had to do with Clementine, which surprisingly ended up being on par with Season 1's quality.",62,Mixed or average reviews,0.0,7.0,0.0,4.4,Generally unfavorable reviews,6.0,3.0,10.0,44.0
The Walking Dead: The Telltale Series - A New Frontier Episode 5: From The Gallows,PlayStation 4,Telltale Games,"['Adventure', 'Point-and-Click']",M,2017-05-31,"In my opinion I don't think it's fair to compare walking dead season 1 and walking dead new frontier on how good the storylines are. They are both very different. Unfortunately, episode 5 was a brutal one where up to 4 people died, the way that David died in my game was a tad bit unorthodox with gabe shooting him and not me but it does kind of take you back to the time where Clementine had to shoot lee. Through this you can see Clem through Gabe. The game has left too much for people to desire so I think that there will be another season based on this storyline in the future with Javier, Gabe and Clementine involved. I'd recommend this game to a player who wants to sink their teeth in to a juicy game series... But if you're new to TWD I'd reccommend you watch season 1 and 2 at the very least or even play them if you have the time so you have an understanding of what's gone down so far.",71,Mixed or average reviews,4.0,2.0,0.0,5.5,Mixed or average reviews,12.0,4.0,11.0,55.0
The Walking Dead: The Telltale Series Collection,PlayStation 4,Telltale Games,"['Miscellaneous', 'Compilation']",M,2017-12-05,"The game is very bad. Because all I wanted out of this game was choices that matter like in Beyond or Heavy Rain. Choices that can alter the way the game goes. And this game, like all other telltale games turned out to be a complete hoax. They tell you that you choices matter, but in the end it all comes down to one preset ending. And no matter what you do you cant save this person you really wanted to save. Its like watching a movie, just sometimes they let you do a little walking around or a little cut-scene action, like clicking some buttons while the cutscene is being displayed.  But really, whats the point of playing a game like this, and paying for it, when there are games like Detroit : Become Human, or many others already out. And they offer a real sense of choice. Im very disappointed by this game because I hoped it would be much more than it actually is...",0,No score yet,3.0,0.0,0.0,0.0,No user score yet,0.0,0.0,2.0,0.0
The Warriors,PlayStation 4,Rockstar Toronto,"['Action', ""Beat-'Em-Up"", '3D']",M,2016-07-05,"The Warriors is based on the 1979 gang film of the same name. In the game, you'll play as the leader of a gang that is struggling to regain control of the streets of New York. You must lead a team of up to eight other gang members and fight rival gangs in locations across New York. The combat system incorporates combos, a rage mode, and trash-talking snap attacks. The game material extends beyond the movie, drawing upon the book on which the movie is based.",0,No score yet,0.0,1.0,0.0,7.1,Mixed or average reviews,7.0,2.0,2.0,71.0
The Witch and the Hundred Knight 2,PlayStation 4,Nippon Ichi Software,"['Role-Playing', 'Action RPG']",,2018-03-27,"Follow the Hundred Knight in its journey through a witch-ravaged world. Young girls are contracting a strange illness and awakening as witches, causing mayhem across the region of Kevala. Along the Hundred Knight's side are two sisters: Amalie, an agent of an organization who opposes witches; and Chelka, the witch who awakened in Amalie's younger sister, Milm.Uncover the mysteries of Kevala as you protect them both from harm. Delve through dungeons and landscapes teeming with fiends and monsters, looking for equipment of legendary power. Grow stronger with help from Tochkas and Facets that will give an advantage in combat. Chain attacks together with the unique weapon system that welcomes weapon change mid-combat. The fate of Kevala is in your hands, brave knight.",0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,0.0,0.0,0.0
The Witch and the Hundred Knight: Revival Edition,PlayStation 4,Nippon Ichi Software,"['Role-Playing', 'Action RPG']",T,2016-03-01,"I bought this on a whim, seeing as it was developed by Nippon Ichi Software, the people responsible for the Disgaea franchise. Needless to say, I was not disappointed. The game plays much like Diablo, as it a top-down action RPG with a loot/reward system. The fighting mechanics can gt a bit repetitive later on, but the game's fun exploration and extra quests make it an overall enjoyable experience. The humor is especially funny, but dark. Honestly, I wonder how this didn't get an ""M"" rating. Within 2 hours, I heard the ""F"" and ""S"" word at least 15 times each. There are also a lot of sexual jokes and remarks. Point is, if you are not a fan of dark, crude humor, this isn't for you. I for one, found it to be really funny and overall the game is a nice hidden gem for PS4 owners. There's not much to go back to if you already played the original on PS3, unless you want to play a version without all those bothersome bugs and glitches. Aside from that, anyone looking for a niche RPG or a game with dark humor, this is for you.",63,Mixed or average reviews,4.0,15.0,1.0,7.1,Mixed or average reviews,21.0,3.0,7.0,71.0
The Witcher 3: Wild Hunt,PlayStation 4,CD Projekt Red Studio,"['Action RPG', 'Role-Playing', 'Action RPG']",M,2015-05-19,"With the Empire attacking the Kingdoms of the North and the Wild Hunt, a cavalcade of ghastly riders,  breathing down your neck, the only way to survive is to fight back. As Geralt of Rivia, a master swordsman and monster hunter, leave none of your enemies standing. Explore a gigantic open world, slay beasts and decide the fates of whole communities with your actions, all in a genuine next generation format. Also known as ""The Witcher III: Wild Hunt""",92,Universal acclaim,78.0,1.0,0.0,9.2,Universal acclaim,0.0,309.0,709.0,92.0
The Witcher 3: Wild Hunt - Blood and Wine,PlayStation 4,CD Projekt Red Studio,"['Role-Playing', 'Action RPG']",M,2016-05-30,"Это невероятно, по цене DLC получить полноценную большую игру, кто еще в наше время так делает? Спешите видеть. Вклад  СD Projekt Red в развитие жанра сложно недооценить, титаническая работа, в век десятичасового сингла.",91,Universal acclaim,26.0,1.0,0.0,8.8,Generally favorable reviews,895.0,21.0,98.0,88.0
The Witcher 3: Wild Hunt - Complete Edition,PlayStation 4,CD Projekt Red Studio,"['Role-Playing', 'Action RPG']",M,2016-08-30,"This is probably the best money I've ever spent on a video game. I passed on the Witcher 3 when first released, so I feel I got more than my money's worth here by far. All the DLC First off, I'm not really a graphics snob and usually don't care much for that as long as the game design is good. However, this game simply blew me away. The level of detail in the world is astounding. I can only imagine how awesome this looks on a fast PC. This is simply the best looking game I've ever seen and I've played a hell of a lot of games. The attention to detail in the world building is top notch as well. I keep noticing little things here and there that just add so much life to the world. It's amazing from a visual standpoint. Like Skyrim times 10. It wouldn't mean much though if the gameplay wasn't great, but here too the developers knocked it out of the park. It's fluid and fun with a lot of little nuances. Magic and melee and ranged combat all intertwine effortlessy and there are many crafting options to enhance your weapons and abilities. This is an RPG at heart and so you expect to see some kind of upgrade path. It's quite robust and the abilities you can earn are plentiful. I spent many a painstaking moment trying to decide if I want that damage boost or if I should pump up my magic. The possibilities are endless and you can really tailor the character to your prefered style. Story. Well it's simply the best game storytelling wise I've ever played. Nuff said. I think this game is nearly perfect and you just don't see this type of product any more from a lot of the big name developers. A single player game that is complete and offers 200 hours or more of gameplay, amazing graphics, superb main story and side quests that matter. Polished to a perfect sheen. If you haven't played it, I recommend getting it right away. I don't really like giving out 10/10 perfect scores, but this game is worth it. I hope these developers continue in this fashion and can't wait to see their next game.",0,No score yet,0.0,0.0,0.0,9.1,Universal acclaim,102.0,2.0,7.0,91.0
The Witcher 3: Wild Hunt - Hearts of Stone,PlayStation 4,CD Projekt Red Studio,"['Role-Playing', 'Action RPG']",M,2015-10-12,"Hearts of Stone features over ten hours of new adventures and introduces new characters, powerful monsters, unique romance, and an entirely new storyline shaped by gamer choices. The expansion also introduces a new system of Runewords that significantly affects gameplay. Each Runeword impacts a different aspect of in-game mechanics and allows the players to experiment with various strategies and tactics. [CD Projekt]",90,Universal acclaim,25.0,0.0,0.0,8.7,Generally favorable reviews,0.0,25.0,126.0,87.0
The Witcher 3: Wild Hunt - New Quest: 'Contract: Missing Miners',PlayStation 4,CD Projekt,"['Role-Playing', 'Action RPG']",M,2015-05-27,,0,No score yet,0.0,0.0,0.0,0.0,No user score yet,3.0,0.0,0.0,0.0
The Witcher 3: Wild Hunt - New Quest: 'Contract: Skellige's Most Wanted',PlayStation 4,CD Projekt,"['Role-Playing', 'Action RPG']",M,2015-06-24,,0,No score yet,0.0,0.0,0.0,0.0,No user score yet,3.0,0.0,0.0,0.0
The Witcher 3: Wild Hunt - New Quest: 'Fool's Gold',PlayStation 4,CD Projekt,"['Role-Playing', 'Action RPG']",M,2015-06-10,,0,No score yet,0.0,0.0,0.0,0.0,No user score yet,3.0,0.0,0.0,0.0
The Witcher 3: Wild Hunt - New Quest: 'Scavenger Hunt: Wolf School Gear',PlayStation 4,CD Projekt,"['Role-Playing', 'Action RPG']",M,2015-06-17,,0,No score yet,0.0,0.0,0.0,0.0,No user score yet,3.0,0.0,0.0,0.0
The Witcher 3: Wild Hunt - New Quest: 'Where the Cat and Wolf Play...',PlayStation 4,CD Projekt,"['Role-Playing', 'Action RPG']",M,2015-07-01,,0,No score yet,0.0,0.0,0.0,0.0,No user score yet,3.0,0.0,0.0,0.0
The Witness,PlayStation 4,"Thekla, Inc","['Miscellaneous', 'General', 'General', 'Puzzle', 'Puzzle', 'Adventure', '3D', 'First-Person']",E,2016-01-26,"You awaken, alone, on a strange island full of puzzles that challenge and surprise you. You can't remember who you are, and you don't remember how you came to be here, but there's one thing you can do: explore the island in hope of discovering clues, regaining your memory, and somehow finding your way home. The Witness is a single-player game in an open world with dozens of locations to explore and over 500 puzzles to solve. This game respects you as an intelligent player and it treats your time as precious. There's no filler; each of those puzzles brings its own new idea into the mix.",87,Generally favorable reviews,71.0,9.0,2.0,7.1,Mixed or average reviews,354.0,80.0,129.0,71.0
The Wolf Among Us,PlayStation 4,Telltale Games,"['Action Adventure', 'Adventure', 'General', 'Fantasy', 'Point-and-Click']",M,2014-11-04,"Based on the award-winning Fables comic book series by Bill Willingham (published by DC Comics' Vertigo imprint), The Wolf Among Us is a dark, often brutally violent, and mature take on the characters and creatures of fairytale and legend. A five episode series from the creators of the 2012 Game of the Year: The Walking Dead, the player will experience what it's like to be Bigby Wolf (THE Big Bad Wolf), Sheriff of Fabletown.",83,Generally favorable reviews,5.0,1.0,0.0,8.4,Generally favorable reviews,267.0,39.0,14.0,84.0
Thea: The Awakening,PlayStation 4,MuHa Games,"['Strategy', 'Turn-Based', '4X']",T,2017-05-31,"This turn-based strategy survival game, steeped in Slavic myth, puts you up against a monstrosity known only as The Darkness that engulfed the world. There are Strigas and Baba Yagas aplenty, but there are no heroes, no monster slayers, and no great armies capable of banishing them. You have only a few hopeless and starving survivors who are desperately trying to stay alive. You are their last hope.",0,No score yet,1.0,0.0,0.0,0.0,No user score yet,1.0,1.0,0.0,0.0
theHunter: Call of the Wild,PlayStation 4,THQ Nordic,"['Sports', 'Individual', 'Nature', 'Hunting']",T,2017-10-02,"theHunter: Call of the Wild offers the most immersive hunting experience ever created. Step into a beautiful open world teeming with life, from majestic deer and awe-inspiring bison, down to the countless birds, critters and insects of the wilderness. Every inch of the 50-square mile world is crafted using Apex, award-winning technology crafted by Avalanche Studios during a decade of developing explosive action games. In addition to its rich single player experience, theHunter: Call of the Wild offers unique multiplayer options -- cooperative and competitive -- for up to 8 players. Share the ultimate hunting experience, and earn those bragging rights!",75,Generally favorable reviews,3.0,1.0,0.0,7.1,Mixed or average reviews,9.0,3.0,3.0,71.0
There Came an Echo,PlayStation 4,Iridium Studios,"['Sci-Fi', 'Strategy', 'Real-Time', 'General']",T,2016-05-31,"A real-time strategy game in which the player assumes command of a small squadron, using an advanced voice recognition system to issue orders.",59,Mixed or average reviews,0.0,5.0,0.0,0.0,No user score yet,1.0,0.0,0.0,0.0
Theseus,PlayStation 4,Forge Reply,"['Action Adventure', 'General']",T,2017-07-26,A new way to play platform games.  I'd much rather playing a game like this than tomb raider.  The immersion and the controls are well worth the effort.  I am thoroughly impressed!  This is the first one like this...  I'm looking forward to future iterations of this type. After experiencing this for myself I'm surprised at the low ratings from others.,56,Mixed or average reviews,3.0,16.0,3.0,6.4,Mixed or average reviews,8.0,2.0,4.0,64.0
Thief,PlayStation 4,Eidos Montreal,"['Fantasy', 'Action Adventure', 'General', 'Fantasy']",M,2014-02-25,"Garrett, the Master Thief, steps out of the shadows into the City. In this treacherous place, where the Baron’s Watch spreads a rising tide of fear and oppression, his skills are the only things he can trust. Even the most cautious citizens and their best- guarded possessions are not safe from his reach. As an uprising emerges, Garrett finds himself entangled in growing layers of conflict. Lead by Orion, the voice of the people, the tyrannized citizens will do everything they can to claim back the City from the Baron’s grasp. The revolution is inevitable. If Garrett doesn’t get involved, the streets will run red with blood and the City will tear itself apart.",67,Mixed or average reviews,18.0,27.0,3.0,6.2,Mixed or average reviews,280.0,224.0,161.0,62.0
Thief Town,PlayStation 4,Glass Knuckle Games,"['Action', 'General']",E10+,2015-09-29,Thief Town is a local multiplayer stealth party game for 2-4 players. Stab your buddies in a pixel-perfect rendition of the Wild West.,0,No score yet,1.0,2.0,0.0,0.0,No user score yet,1.0,2.0,0.0,0.0
Thimbleweed Park,PlayStation 4,Ron Gilbert and Gary Winnick,"['Adventure', 'Point-and-Click']",T,2017-08-22,"Thimbleweed Park is the curious story of two washed up federal agents called in to investigate a dead body found in the river just outside of town, bloated and pixelated from a death some too soon.",86,Generally favorable reviews,7.0,0.0,0.0,7.3,Mixed or average reviews,18.0,2.0,6.0,73.0
This Is the Police,PlayStation 4,Weappy Studio,"['Simulation', 'Virtual', 'Virtual Life', 'Career']",M,2017-03-22,"I found this game to be a hidden gem. I turned the game on the first time and sat and played if for almost all of my Saturday. The premise is simple but addicting and I enjoyed the story line even if it was a but cliche/linear. This is a great game to relax and play after a hectic FPS. I would say give this game a try, at the time of writing this I only paid $14 for the game. Well worth the price of entry.",63,Mixed or average reviews,1.0,10.0,1.0,7.3,Mixed or average reviews,5.0,4.0,1.0,73.0
This War of Mine: The Little Ones,PlayStation 4,11 bit studios,"['Strategy', 'Real-Time', 'General']",M,2016-01-29,"This War of Mine: The Little Ones explores the hardships of wartime survival as seen from an entirely new perspective; that of a child. Based on This War of Mine, The Little Ones puts you in charge of a group of adults and children stuck in the middle of hell, trying to survive in a besieged city; struggling with lack of food, medicine and constant danger. The question is: how far will you go to make it through another day? This War of Mine: The Little Ones focuses not only on the reality of enduring war, but also the fact that even in times of conflict, kids are still kids - they laugh, cry, play with toys and see the world differently. In addition to thinking about survival, you'll have to bring back the kid in yourself to understand how to protect the little ones. Their faith, and their futures, are in your hands. The pace of This War of Mine is imposed by the day and night cycle. During the day snipers outside stop you from leaving your refuge, so you need to focus on maintaining your hideout: crafting, trading and taking care of young and adult civilians. At night, take one of your people on a mission to scavenge through a city for items that will help you stay alive.",78,Generally favorable reviews,27.0,9.0,1.0,7.3,Mixed or average reviews,55.0,25.0,13.0,73.0
